Kylian Mbappé *,France,4
Gareth McAuley,Northern Ireland,4
James McCarthy *,Ireland,4
Michael McGovern *,Northern Ireland,4
Walter Meeuws,Belgium,4
 Mehmet Aurélio,Turkey,4
 Mendieta,Spain,4
 Míchel Salgado,Spain,4
Predrag Mijatović,Yugoslavia,4
Savo Milošević,Yugoslavia,4
Raymond Mommens,Belgium,4
Riccardo Montolivo,Italy,4
Kieffer Moore *,Wales,4
Joe Morrell *,Wales,4
Aleksandr Mostovoy,Russia,4
Hansi Müller,Germany,4
Vitaliy Mykolenko *,Ukraine,4
 Nélson Oliveira *,Portugal,4
Václav Němeček,Czech Republic,4
Kent Nielsen,Denmark,4
Demis Nikolaidis,Greece,4
Nemanja Nikolić,Hungary,4
 Nolito,Spain,4
Oliver Norwood *,Northern Ireland,4
Robin Olsen *,Sweden,4
Kristoffer Olsson *,Sweden,4
Kyriakos Papadopoulos *,Greece,4
Scott Parker,England,4
Marco Parolo,Italy,4
 Paulo Bento,Portugal,4
Tomáš Pekhart *,Czech Republic,4
Graziano Pellè,Italy,4
 Pep Guardiola,Spain,4
Matteo Pessina *,Italy,4
Bruno Petković *,Croatia,4
Florentin Petre,Romania,4
Mladen Petrić,Croatia,4
Torben Piechnik,Denmark,4
Václav Pilař *,Czech Republic,4
Viktor Ponedelnik,USSR,4
Christian Poulsen,Denmark,4
Sebastian Prödl,Austria,4
Robin Quaison *,Sweden,4
Ole Qvist,Denmark,4
Adrien Rabiot *,France,4
Darren Randolph *,Ireland,4
Thomas Ravelli,Sweden,4
Ante Rebić *,Croatia,4
Michel Renquin,Belgium,4
Connor Roberts *,Wales,4
Joe Rodon *,Wales,4
Markus Rosenberg,Sweden,4
Bryan Roy,Netherlands,4
 Rúben Dias *,Portugal,4
Antonio Rüdiger *,Germany,4
Ivan Saenko,Russia,4
Bukayo Saka *,England,4
Tuncay Şanlı,Turkey,4
Sabri Sarıoğlu,Turkey,4
Xaver Schlager *,Austria,4
Georg Schwarzenbeck,Germany,4
Gaetano Scirea,Italy,4
Albert Shesternev,USSR,4
Mikaël Silvestre,France,4
Martin Škrtel,Slovakia,4
Chris Smalling *,England,4
Thomas Sørensen,Denmark,4
Leonardo Spinazzola *,Italy,4
Trevor Steven,England,4
Danijel Subašić,Croatia,4
Davor Šuker,Croatia,4
Marco Tardelli,Italy,4
Jonas Thern,Sweden,4
Olaf Thon,Germany,4
Youri Tielemans *,Belgium,4
Rafael Tolói *,Italy,4
Luca Toni,Italy,4
Stig Tøfting,Denmark,4
Vassilios Tsiartas,Greece,4
Viktor Tsygankov *,Ukraine,4
Anatoliy Tymoshchuk,Ukraine,4
 Urquiaga,Spain,4
 Urzáiz,Spain,4
 Valerón,Spain,4
Patrick van Aanholt *,Netherlands,4
René van de Kerkhof,Netherlands,4
François van der Elst,Belgium,4
Andy van der Meyde,Netherlands,4
Wilfried Van Moer,Belgium,4
Raphaël Varane *,France,4
Ruben Vargas *,Switzerland,4
Darius Vassell,England,4
Gianluca Vialli,Italy,4
 Vidigal,Portugal,4
Ladislav Vízek,CSSR,4
Goran Vlaović,Croatia,4
Nikola Vlašić *,Croatia,4
Sam Vokes *,Wales,4
Šime Vrsaljko,Croatia,4
Theo Walcott,England,4
Jamie Ward,Northern Ireland,4
Conor Washington *,Northern Ireland,4
Neil Webb,England,4
Wout Weghorst *,Netherlands,4
Danny Welbeck *,England,4
Raphaël Wicky,Switzerland,4
Silvan Widmer *,Switzerland,4
Georginio Wijnaldum *,Netherlands,4
Jonny Williams *,Wales,4
Herbert Wimmer,Germany,4
Richard Witschge,Netherlands,4
Rob Witschge,Netherlands,4
Chris Woods,England,4
Lev Yashin,USSR,4
Ashley Young *,England,4
Walter Zenga,Italy,4
Piotr Zieliński *,Poland,4
Steven Zuber *,Switzerland,4
Ignazio Abate,Italy,3
Amir Abrashi *,Albania,3
Francesco Acerbi *,Italy,3
Milenko Ačimovič,Slovenia,3
Ché Adams *,Scotland,3
Arijan Ademi *,North Macedonia,3
 Aduriz,Spain,3
Daniel Agger,Denmark,3
Ansi Agolli,Albania,3
 Albelda,Spain,3
John Aldridge,Ireland,3
Dmitriy Alenichev,Russia,3
 Alexanko,Spain,3
Ezgjan Alioski *,North Macedonia,3
Robert Almer,Austria,3
Ioannis Amanatidis,Greece,3
 Amavisca,Spain,3
Guillermo Amor,Spain,3
Ethan Ampadu *,Wales,3
Joachim Andersen *,Denmark,3
Stephan Andersen,Denmark,3
Florin Andone *,Romania,3
 André Silva *,Portugal,3
Keith Andrews,Ireland,3
 Andrinúa,Spain,3
Giancarlo Antognoni,Italy,3
Paulus Arajuuri *,Finland,3
 Aranzábal,Spain,3
Stuart Armstrong *,Scotland,3
Vitālijs Astafjevs,Latvia,3
René Aufhauser,Austria,3
Kaan Ayhan *,Turkey,3
Volkan Babacan *,Turkey,3
 Bakero,Spain,3
Eirik Bakke,Norway,3
Krasimir Balakov,Bulgaria,3
Antonín Barák *,Czech Republic,3
Enis Bardhi *,North Macedonia,3
Giuseppe Baresi,Italy,3
John Barnes,England,3
Tranquillo Barnetta,Switzerland,3
Michy Batshuayi *,Belgium,3
Mehmed Baždarević,Yugoslavia,3
Jan Bednarek *,Poland,3
Jude Bellingham *,England,3
Bruno Bellone,France,3
Lars Bender,Germany,3
Nicklas Bendtner,Denmark,3
Ferenc Bene,Hungary,3
Pierre Bengtsson,Sweden,3
Christian Benteke *,Belgium,3
Dimitar Berbatov,Bulgaria,3
Bartosz Bereszyński *,Poland,3
Erik Berg,Sweden,3
André Bergdølmo,Norway,3
Etrit Berisha *,Albania,3
Artem Besedin *,Ukraine,3
Vladimir Bezsonov,USSR,3
Manfred Binz,Germany,3
Theodór Elmar Bjarnason,Iceland,3
Oļegs Blagonadeždins,Latvia,3
Imants Bleidelis,Latvia,3
Danny Blind,Netherlands,3
Sebastian Boenisch,Poland,3
Basile Boli,France,3
László Bölöni,Romania,3
Pat Bonner,Ireland,3
Artur Boruc,Poland,3
 Bosingwa,Portugal,3
Endre Botka *,Hungary,3
Bjørn Otto Bragstad,Norway,3
Josip Brekalo *,Croatia,3
David Brooks *,Wales,3
Dmitriy Bulykin,Russia,3
Tarcisio Burgnich,Italy,3
Craig Burley,Scotland,3
Tomislav Butina,Croatia,3
 Butragueño,Spain,3
Vladimir Bystrov,Russia,3
Uğurcan Çakır *,Turkey,3
Colin Calderwood,Scotland,3
Rodion Cămătaru,Romania,3
 Caminero,Spain,3
 Cañizares,Spain,3
Éric Cantona,France,3
 Capucho,Portugal,3
John Carew,Norway,3
 Carlos Manuel,Portugal,3
Andy Carroll *,England,3
Pierluigi Casiraghi,Italy,3
Bernard Casoni,France,3
Aleš Čeh,Slovenia,3
Zeki Çelik *,Turkey,3
Servet Çetin,Turkey,3
Andrey Chernyshov,CIS,3
Vlad Chiricheş *,Romania,3
José Cholevas,Greece,3
Nico Claesen,Belgium,3
Gaël Clichy,France,3
Răzvan Cociş,Romania,3
Paul Codrea,Romania,3
Søren Colding,Denmark,3
John Collins,Scotland,3
Antonio Conte,Italy,3
Marcel Coraş,Romania,3
Alessandro Costacurta,Italy,3
Grégory Coupet,France,3
Simon Cox,Ireland,3
Bernd Cullmann,Germany,3
 Custódio,Portugal,3
Mladen Dabanovič,Slovenia,3
Olivier Dacourt,France,3
Milan Damjanović,Yugoslavia,3
Walter De Greef,Belgium,3
Matthijs de Ligt *,Netherlands,3
Marten de Roon *,Netherlands,3
Filip De Wilde,Belgium,3
Michel De Wolf,Belgium,3
Eric Deflandre,Belgium,3
Sebastian Deisler,Germany,3
Marco Delvecchio,Italy,3
Merih Demiral *,Turkey,3
Volkan Demirel,Turkey,3
Jason Denayer *,Belgium,3
Leander Dendoncker *,Belgium,3
Igor Denisov,Russia,3
Marko Dević,Ukraine,3
Alessandro Diamanti,Italy,3
 Diamantino,Portugal,3
Alou Diarra,France,3
Nicolae Dică,Romania,3
Stole Dimitrievski *,North Macedonia,3
Igor Diveev *,Russia,3
Angelo Domenghini,Italy,3
 Domingos Paciência,Portugal,3
Martin Dúbravka *,Slovakia,3
Damien Duff,Ireland,3
Richard Dunne,Ireland,3
Lyndon Dykes *,Scotland,3
Alan Dzagoev,Russia,3
Georgi Dzhikiya *,Russia,3
 Éder,Portugal,3
Erik Edman,Sweden,3
 Eduardo,Croatia,3
David Edwards,Wales,3
Dan Eggen,Norway,3
Johnny Ekström,Sweden,3
Eljif Elmas *,North Macedonia,3
 Eric García *,Spain,3
Corry Evans *,Northern Ireland,3
Vadim Evseev,Russia,3
 Fabián Ruiz *,Spain,3
Giacinto Facchetti,Italy,3
Mirsad Fazlagić,Yugoslavia,3
Artem Fedetskiy,Ukraine,3
Marouane Fellaini,Belgium,3
 Fernando Gomes,Portugal,3
 Fernando Meira,Portugal,3
Alfreð Finnbogason *,Iceland,3
Tore André Flo,Norway,3
Phil Foden *,England,3
 Folha,Portugal,3
Przemysław Frankowski *,Poland,3
Alexander Frei,Switzerland,3
Diego Fuser,Italy,3
Miroslav Gajdůšek,CSSR,3
Maik Galakos,Greece,3
Marinko Galič,Slovenia,3
Tony Galvin,Ireland,3
Ionel Ganea,Romania,3
Shay Given,Ireland,3
 Goikoetxea,Spain,3
Gökhan Gönül,Turkey,3
Bart Goor,Belgium,3
Leon Goretzka *,Germany,3
Richard Gough,Scotland,3
Dejan Govedarica,Yugoslavia,3
Michael Gregoritsch *,Austria,3
Dragoş Grigore *,Romania,3
Florian Grillitsch *,Austria,3
Georges Grün,Belgium,3
Ivan Gudelj,Yugoslavia,3
John Guidetti *,Sweden,3
Péter Gulácsi *,Hungary,3
İlkay Gündoğan *,Germany,3
Oleg Gusev,Ukraine,3
Arie Haan,Netherlands,3
Grant Hanley *,Scotland,3
Petter Hansson,Sweden,3
Lukáš Haraslín *,Slovakia,3
Owen Hargreaves,England,3
Mark Hateley,England,3
Tayfur Havutçu,Turkey,3
Magnus Hedman,Sweden,3
Colin Hendry,Scotland,3
Emile Heskey,England,3
Ovidiu Hoban,Romania,3
Dragan Holcer,Yugoslavia,3
Ray Houghton,Ireland,3
Hugo Hovenkamp,Netherlands,3
Jes Høgh,Denmark,3
Lukáš Hrádecký *,Finland,3
Marian Hristov,Bulgaria,3
Horst Hrubesch,Germany,3
Benjamin Huggel,Switzerland,3
Aaron Hughes,Northern Ireland,3
Chris Hughton,Ireland,3
Elseid Hysaj *,Albania,3
Selçuk İnan,Turkey,3
Vedat İnceefe,Turkey,3
Gökhan Inler *,Switzerland,3
Ivailo Iordanov,Bulgaria,3
Aleksandrs Isakovs,Latvia,3
Trifon Ivanov,Bulgaria,3
Andreas Ivanschitz,Austria,3
Luka Ivanušec *,Croatia,3
Steffen Iversen,Norway,3
Lars Jacobsen,Denmark,3
 Jaime Pacheco,Portugal,3
Zoran Janković,Bulgaria,3
David Jarolím,Czech Republic,3
Nikica Jelavić,Croatia,3
Claus Jensen,Denmark,3
Daniel Jensen,Denmark,3
Niclas Jensen,Denmark,3
Jens Jeremies,Germany,3
Nikola Jerkan,Croatia,3
 Jesús Navas *,Spain,3
 Jesús Zamora,Spain,3
Slaviša Jokanović,Yugoslavia,3
Mattias Jonson,Sweden,3
Kamil Jóźwiak *,Poland,3
 Juanito,Spain,3
Roland Juhász,Hungary,3
 Julio Salinas,Spain,3
Nikola Jurčević,Croatia,3
Tamás Kádár *,Hungary,3
İrfan Kahveci *,Turkey,3
Nikola Kalinić *,Croatia,3
Glen Kamara *,Finland,3
Gökdeniz Karadeniz,Turkey,3
Kenan Karaman *,Turkey,3
Vyacheslav Karavaev *,Russia,3
Amir Karič,Slovenia,3
Valeriy Karpin,Russia,3
Andrey Karyaka,Russia,3
Srečko Katanec,Yugoslavia,3
Joni Kauko *,Finland,3
Suat Kaya,Turkey,3
Kevin Keegan,England,3
Roman Kienast,Austria,3
 Kiko,Spain,3
Andy King *,Wales,3
Sergey Kiryakov,RussiaCIS,3
Florian Klein,Austria,3
Michael Klein,Romania,3
Mateusz Klich *,Poland,3
Dario Knežević,Croatia,3
Daniel Kolář,Czech Republic,3
Aleksandrs Koļinko,Latvia,3
Slobodan Komljenović,Yugoslavia,3
Ümit Korkmaz,Austria,3
Giorgios Kostikos,Greece,3
Dinos Kouis,Greece,3
Viktor Kovalenko *,Ukraine,3
Ladislav Krejčí *,Czech Republic,3
Michael Krohn-Dehli,Denmark,3
Jacek Krzynówek,Poland,3
Luboš Kubík,Czech Republic,3
Dmitriy Kuznetsov,CIS,3
Daler Kuzyaev *,Russia,3
William Kvist,Denmark,3
Sotirios Kyrgiakos,Greece,3
Dražen Ladić,Croatia,3
David Lafata,Czech Republic,3
Kyle Lafferty,Northern Ireland,3
Juris Laizāns,Latvia,3
Adam Lallana *,England,3
Zdravko Lazarov,Bulgaria,3
Yvon Le Roux,France,3
Jerko Leko,Croatia,3
Ermir Lenjani *,Albania,3
Yordan Letchkov,Bulgaria,3
Mariusz Lewandowski,Poland,3
Tobias Linderoth,Sweden,3
Spyros Livathinos,Greece,3
Valentins Lobaņovs,Latvia,3
Bogdan Lobonţ,Romania,3
Robin Lod *,Finland,3
 López,Spain,3
Teddy Lučić,Sweden,3
Wojciech Łobodziński,Poland,3
Yann M'Vila *,France,3
Jürgen Macho,Austria,3
Josh Magennis *,Northern Ireland,3
Christian Maggio,Italy,3
Pavel Mamaev,Russia,3
 Manjarín,Spain,3
 Manu Sarabia,Spain,3
 Mário Fernandes *,Russia,3
David Marshall *,Scotland,3
Anthony Martial *,France,3
 Martín Vázquez,Spain,3
Bruno Martini,France,3
Mërgim Mavraj,Albania,3
Thomas Mavros,Greece,3
Mick McCarthy,Ireland,3
Brian McClair,Scotland,3
John McGinn *,Scotland,3
Niall McGinn *,Northern Ireland,3
Callum McGregor *,Scotland,3
Dave McPherson,Scotland,3
Paul McStay,Scotland,3
Scott McTominay *,Scotland,3
Jérémy Ménez *,France,3
Chris Mepham *,Wales,3
Philippe Mexès,France,3
 Míchel,Spain,3
Boris Mihailov,Bulgaria,3
Siniša Mihajlović,Yugoslavia,3
Tobias Mikkelsen,Denmark,3
Artem Milevskiy,Ukraine,3
Željko Milinovič,Slovenia,3
Frank Mill,Germany,3
Luc Millecamps,Belgium,3
Tyrone Mings *,England,3
Aleksey Miranchuk *,Russia,3
Johan Mjällby,Sweden,3
Mladen Mladenović,Croatia,3
Kevin Moran,Ireland,3
 Morientes,Spain,3
Ivica Mornar,Croatia,3
Chris Morris,Ireland,3
Émile Mpenza,Belgium,3
Maksim Mukhin *,Russia,3
Vahidin Musemić,Yugoslavia,3
Visar Musliu *,North Macedonia,3
Roberto Mussi,Italy,3
Thomas Myhre,Norway,3
Erik Mykland,Norway,3
Dick Nanninga,Netherlands,3
Sergiy Nazarenko,Ukraine,3
Tomáš Necid *,Czech Republic,3
Loïc Négo *,Hungary,3
 Nélson Semedo *,Portugal,3
Jaroslav Netolička,CSSR,3
Bănel Nicoliţă,Romania,3
Daniel Niculae,Romania,3
Allan Nielsen,Denmark,3
Boban Nikolov *,North Macedonia,3
Luc Nilis,Belgium,3
Sotiris Ninis *,Greece,3
Kevin Nisbet *,Scotland,3
Džoni Novak,Slovenia,3
Stephen O'Donnell *,Scotland,3
Daniel O'Shaughnessy *,Finland,3
Ludovic Obraniak,Poland,3
 Oceano,Portugal,3
André Ooijer,Netherlands,3
Willi Orbán *,Hungary,3
Gabriele Oriali,Italy,3
Milan Osterc,Slovenia,3
Alex Oxlade-Chamberlain *,England,3
Magomed Ozdoev *,Russia,3
Oğuzhan Özyakup *,Turkey,3
 Paco Jémez,Spain,3
Marians Pahars,Latvia,3
Carlton Palmer,England,3
Goran Pandev,North Macedonia,3
Ilija Pantelić,Yugoslavia,3
Sokratis Papastathopoulos *,Greece,3
Jean-Pierre Papin,France,3
Marco Pascolo,Switzerland,3
Blagoje Paunović,Yugoslavia,3
Benjamin Pavard *,France,3
Miran Pavlin,Slovenia,3
Miroslav Pavlović,Yugoslavia,3
Reynald Pedros,France,3
Ergün Penbe,Turkey,3
Luboslav Penev,Bulgaria,3
Christian Pérez,France,3
Damien Perquis,Poland,3
Angelo Peruzzi,Italy,3
Sławomir Peszko,Poland,3
Emmanuel Petit,France,3
Martin Petrov,Bulgaria,3
Ádám Pintér,Hungary,3
Marko Pjaca *,Croatia,3
Emanuel Pogatetz,Austria,3
Joel Pohjanpalo *,Finland,3
Jan Polák,Czech Republic,3
Eugen Polański,Poland,3
Simon Poulsen,Denmark,3
Andrejs Prohorenkovs,Latvia,3
Robert Prosinečki,Croatia,3
Dado Pršo,Croatia,3
Tymoteusz Puchacz *,Poland,3
Teemu Pukki *,Finland,3
Yvan Quentin,Switzerland,3
Florin Răducioiu,Romania,3
 Rafa Silva *,Portugal,3
Jukka Raitala *,Finland,3
Yaroslav Rakitskiy *,Ukraine,3
Milan Rapaić,Croatia,3
 Raúl Bravo,Spain,3
Mircea Rednic,Romania,3
Johnny Rep,Netherlands,3
Tomáš Řepka,Czech Republic,3
Jan Rezek,Czech Republic,3
Marc Rieper,Denmark,3
Paulo Rink,Germany,3
Stefan Ristovski *,North Macedonia,3
Andy Robertson *,Scotland,3
Bryan Robson,England,3
Alain Roche,France,3
 Roger,Poland,3
 Rolando,Portugal,3
Danny Rose,England,3
Odise Roshi *,Albania,3
Đovani Roso,Croatia,3
 Rubén Baraja,Spain,3
Andrejs Rubins,Latvia,3
Mladen Rudonja,Slovenia,3
 Rui Jorge,Portugal,3
Armando Sadiku *,Albania,3
Marek Saganowski,Poland,3
Roland Sallai *,Hungary,3
 Salva,Spain,3
Saffet Sancaklı,Turkey,3
 Sanchís,Spain,3
Jadon Sancho *,England,3
Cristian Săpunaru *,Romania,3
Ľubomír Šatka *,Slovakia,3
Jürgen Säumel,Austria,3
 Saura,Spain,3
Niša Saveljić,Yugoslavia,3
András Schäfer *,Hungary,3
Bernd Schneider,Germany,3
Rasmus Schüller *,Finland,3
Stefan Schwarz,Sweden,3
Enzo Scifo,Belgium,3
 Secretário,Portugal,3
Yevgen Selin *,Ukraine,3
Tibor Selymes,Romania,3
Philippe Senderos,Switzerland,3
Dmitriy Sennikov,Russia,3
Ciriaco Sforza,Switzerland,3
Kevin Sheedy,Ireland,3
Andriy Shevchenko,Ukraine,3
Peter Shilton,England,3
Michail Sifakis,Greece,3
Libor Sionko,Czech Republic,3
Didier Six,France,3
Ebi Smolarek,Poland,3
Igor Smolnikov,Russia,3
Fedor Smolov *,Russia,3
Tomo Šokota,Croatia,3
Zvonimir Soldo,Croatia,3
Ole Gunnar Solskjær,Norway,3
Çağlar Söyüncü *,Turkey,3
John Spencer,Scotland,3
Christoph Spycher,Switzerland,3
Pavel Srníček,Czech Republic,3
Sean St Ledger,Ireland,3
Lorenzo Staelens,Belgium,3
Bogdan Stancu,Romania,3
Mario Stanić,Croatia,3
Frank Stapleton,Ireland,3
Costică Ștefănescu,Romania,3
Igors Stepanovs,Latvia,3
Gary Stevens,England,3
Zoltán Stieber *,Hungary,3
Jörg Stiel,Switzerland,3
Igor Štimac,Croatia,3
Hristo Stoichkov,Bulgaria,3
Nenad Stojković,Yugoslavia,3
Steve Stone,England,3
Fredrik Stoor,Sweden,3
Martin Stranzl,Austria,3
Branko Strupar,Belgium,3
Stefano Sturaro *,Italy,3
Daniel Sturridge,England,3
Josef Šural,Czech Republic,3
Safet Sušić,Yugoslavia,3
Dušan Švento,Slovakia,3
Karol Świderski *,Poland,3
Attila Szalai *,Hungary,3
Gabriel Tamaş,Romania,3
Ciprian Tătăruşanu *,Romania,3
 Tavares,Portugal,3
Omari Tetradze,Russia,3
Phil Thompson,England,3
Claus Thomsen,Denmark,3
Jurriën Timber *,Netherlands,3
Joona Toivio *,Finland,3
Corentin Tolisso *,France,3
 Tomás,Spain,3
Dmitriy Torbinskiy,Russia,3
Gabriel Torje *,Romania,3
Jérémy Toulalan,France,3
Aleksandar Trajkovski *,North Macedonia,3
Ivan Tričkovski *,North Macedonia,3
Dobrivoje Trivić,Yugoslavia,3
Ilia Tsymbalar,Russia,3
Kubilay Türkyilmaz,Switzerland,3
Przemysław Tytoń *,Poland,3
Tzanko Tzvetanov,Bulgaria,3
Samuel Umtiti *,France,3
Cengiz Ünder *,Turkey,3
Nicolae Ungureanu,Romania,3
Jere Uronen *,Finland,3
Joos Valgaeren,Belgium,3
John van 't Schip,Netherlands,3
Michel van de Korput,Netherlands,3
Gregory van der Wiel,Netherlands,3
Nico Van Kerckhoven,Belgium,3
Yves Vanderhaeghe,Belgium,3
Jamie Vardy *,England,3
 Varela,Portugal,3
Ramon Vega,Switzerland,3
Darko Velkovski *,North Macedonia,3
Stylianos Venetidis,Greece,3
Frank Vercauteren,Belgium,3
Gert Verheyen,Belgium,3
René Verheyen,Belgium,3
Māris Verpakovskis,Latvia,3
 Vicente,Spain,3
 Vieirinha *,Portugal,3
Christian Vieri,Italy,3
Stanislav Vlček,Czech Republic,3
Zlatko Vujović,Yugoslavia,3
Matěj Vydra *,Czech Republic,3
Des Walker,England,3
Dave Watson,England,3
Timo Werner *,Germany,3
Sander Westerveld,Netherlands,3
Ronnie Whelan,Ireland,3
Ben Wijnstekers,Netherlands,3
Ray Wilkins,England,3
Jetro Willems *,Netherlands,3
Neco Williams *,Wales,3
Marc Wilmots,Belgium,3
Jack Wilshere,England,3
Harry Wilson *,Wales,3
Dennis Wise,England,3
Tony Woodcock,England,3
Christian Wörns,Germany,3
Murat Yakin,Switzerland,3
Zlatko Yankov,Bulgaria,3
Yusuf Yazıcı *,Turkey,3
Okay Yokuşlu *,Turkey,3
Zlatko Zahovič,Slovenia,3
Velimir Zajec,Yugoslavia,3
Gökhan Zan,Turkey,3
Simone Zaza,Italy,3
Zdravko Zdravkov,Bulgaria,3
Mihails Zemļinskis,Latvia,3
Michał Żewłakow,Poland,3
Niki Zimling,Denmark,3
Roman Zobnin *,Russia,3
Gianfranco Zola,Italy,3
Roman Zozulya,Ukraine,3
 Abel Xavier,Portugal,2
Éric Abidal,France,2
Valentin Afonin,USSR,2
Arlind Ajeti *,Albania,2
Nathan Aké *,Netherlands,2
Evgeniy Aldonin,Russia,2
Denis Alibec *,Romania,2
 Álvaro Negredo *,Spain,2
 Amancio,Spain,2
Pietro Anastasi,Italy,2
Nikos Anastopoulos,Greece,2
Anders Andersson,Sweden,2
Viktor Anichkin,USSR,2
Paraskevas Antzas,Greece,2
Luigi Apolloni,Italy,2
Alberto Aquilani,Italy,2
Christos Ardizoglou,Greece,2
 Asensi,Spain,2
Jacek Bąk,Poland,2
László Bálint,Hungary,2
Gordon Banks,England,2
Dmitry Barinov *,Russia,2
David Batty,England,2
Frank Baumann,Germany,2
Anatoly Baydachniy,USSR,2
Peter Beardsley,England,2
Erich Beer,Germany,2
 Belsué,Spain,2
Hatem Ben Arfa,France,2
Diego Benaglio,Switzerland,2
László Bénes *,Slovakia,2
Steven Berghuis *,Netherlands,2
Carl Bertelsen,Denmark,2
 Beto,Portugal,2
Morten Bisgaard,Denmark,2
Nenad Bjelica,Croatia,2
Stig Inge Bjørnebye,Norway,2
Dániel Böde *,Hungary,2
Rainer Bonhof,Germany,2
Christophe Bonvin,Switzerland,2
Scott Booth,Scotland,2
Uğur Boral,Turkey,2
Tim Borowski,Germany,2
John Bosman,Netherlands,2
Jean-Alain Boumsong,France,2
Dedryck Boyata *,Belgium,2
Kasper Bøgelund,Denmark,2
Paul Breitner,Germany,2
Trevor Brooking,England,2
Paweł Brożek,Poland,2
 Bruno Soriano,Spain,2
Kenneth Brylle,Denmark,2
Titus Buberník,CSSR,2
Vlastimil Bubník,CSSR,2
Valentin Bubukin,USSR,2
Aleksey Bugaev,Russia,2
Ivan Buljan,Yugoslavia,2
Bogdan Butko *,Ukraine,2
Anatoliy Byshovets,USSR,2
Antonio Cabrini,Italy,2
 Cadete,Portugal,2
Duje Ćaleta-Car *,Croatia,2
 Calleja,Spain,2
Dominic Calvert-Lewin *,England,2
Lorik Cana,Albania,2
Vincent Candela,France,2
Antonio Candreva *,Italy,2
Ján Čapkovič,CSSR,2
Amedeo Carboni,Italy,2
Tony Cascarino,Ireland,2
Ernesto Castano,Italy,2
Fabio Celestini,Switzerland,2
Recep Çetin,Turkey,2
Nacer Chadli *,Belgium,2
Konstantinos Chalkias,Greece,2
Bobby Charlton,England,2
Stanislav Cherchesov,Russia,2
Enrico Chiesa,Italy,2
Alexandru Chipciu *,Romania,2
Igor Chislenko,USSR,2
Givi Chokheli,USSR,2
Bent Christensen,Denmark,2
Claus Christiansen,Denmark,2
Simon Church,Wales,2
Darko Churlinov *,North Macedonia,2
Liviu Ciobotariu,Romania,2
Ciaran Clark *,Ireland,2
Ray Clemence,England,2
Lei Clijsters,Belgium,2
Ludo Coeck,Belgium,2
James Collins,Wales,2
Alexandre Comisetti,Switzerland,2
Steve Coppell,England,2
Boro Cvetković,Yugoslavia,2
Tony Daley,England,2
 Dani,Spain,2
John Danielsen,Denmark,2
Ümit Davala,Turkey,2
Luuk de Jong *,Netherlands,2
Ousmane Dembélé *,France,2
Halil Dervişoğlu *,Turkey,2
Roberto Di Matteo,Italy,2
Lucas Digne *,France,2
Velizar Dimitrov,Bulgaria,2
 Diogo Dalot *,Portugal,2
Karol Dobiaš,CSSR,2
Jean Dockx,Belgium,2
Jérémy Doku *,Belgium,2
Milan Dolinský,CSSR,2
Leon Dolmans,Belgium,2
Kevin Doyle,Ireland,2
Marin Dragnea,Romania,2
Radek Drulák,Czech Republic,2
Shane Duffy *,Ireland,2
Antal Dunai,Hungary,2
Jean-Philippe Durand,France,2
Vladimir Durković,Yugoslavia,2
Jimmy Durmaz *,Sweden,2
Revaz Dzodzuashvili,USSR,2
Goran Đorović,Yugoslavia,2
Ákos Elek,Hungary,2
 Eliseu,Portugal,2
Rasmus Elm,Sweden,2
Lars Elstrup,Denmark,2
Mevlüt Erdinç,Turkey,2
John Eriksen,Denmark,2
Caner Erkin *,Turkey,2
Gennadiy Evryuzhikhin,USSR,2
Tibor Fábián,Hungary,2
Christian Fassnacht *,Switzerland,2
Máté Fenyvesi,Hungary,2
 Ferran Olivella,Spain,2
Jean-Marc Ferreri,France,2
Giorgio Ferrini,Italy,2
Heinz Flohe,Germany,2
Giorgios Foiros,Greece,2
Marcus Forss *,Finland,2
Kostas Fortounis *,Greece,2
Georgios Fotakis,Greece,2
Robbie Fowler,England,2
 Fran,Spain,2
 Francisco,Spain,2
Torben Frank,Denmark,2
Ryan Fraser *,Scotland,2
Milan Fukal,Czech Republic,2
 Fusté,Spain,2
Romulus Gabor,Romania,2
Petr Gabriel,Czech Republic,2
Milan Galić,Yugoslavia,2
György Garics,Austria,2
Denys Garmash *,Ukraine,2
István Géczi,Hungary,2
Ruud Geels,Netherlands,2
Bernard Genghini,France,2
Sebastian Giovinco,Italy,2
Dorin Goian,Romania,2
Paweł Golański,Poland,2
Bafétimbi Gomis *,France,2
Sidney Govou,France,2
Marco Grassi,Switzerland,2
Ryan Gravenberch *,Netherlands,2
Ján Greguš *,Slovakia,2
Aristide Guarneri,Italy,2
Eiður Guðjohnsen,Iceland,2
 Guerrero,Spain,2
Rolan Gusev,Russia,2
Norbert Gyömbér *,Slovakia,2
Bernt Haas,Switzerland,2
Sulejman Halilović,Yugoslavia,2
Bent Hansen,Denmark,2
Kaj Hansen,Denmark,2
Vegard Heggem,Norway,2
Marc Hendrikx,Belgium,2
Lucas Hernández *,France,2
François Heutte,France,2
Georges Heylens,Belgium,2
Jupp Heynckes,Germany,2
Peter Hoekstra,Netherlands,2
Bernd Hölzenbein,Germany,2
Horst-Dieter Höttges,Germany,2
Marc Hottiger,Switzerland,2
Jakub Hromada *,Slovakia,2
Petar Hubchev,Bulgaria,2
Roger Hunt,England,2
Norman Hunter,England,2
Sverrir Ingason *,Iceland,2
