#;Country;Red cards
1;Andorra;2
2;Azerbaijan;2
3;Bulgaria;2
4;Gibraltar;2
5;Greece;2
6;Latvia;2
7;Macedonia;2
8;Wales;2
9;Austria;1
10;Belgium;1
11;Bosnia Herz.;1
12;Cyprus;1
13;Czech Republic;1
14;England;1
15;Faroe Islands;1
16;Hungary;1
17;Iceland;1
18;Ireland;1
19;Israel;1
20;Kazakhstan;1
21;Kosovo;1
22;Lithuania;1
23;Luxembourg;1
24;Moldova;1
25;Montenegro;1
26;Northern Ireland;1
27;Romania;1
28;Switzerland;1
